titulo,categoria,descripcion,enlace,imagen,ubicacion,tipo,fecha_extraccion,precio,telefono,detalles,fuente
Página actual5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Caquet%C3%A1&page=4%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:26:44.558133,Consultar,,,Fontur
Noticias,proyecto,Comunicados,http://www.revistafontur.com,https://www.fontur.com.co/sites/default/files/glazed-cms-media/banner_web_tercera_edicion_revista_fontur_final_11zon.jpg?fid=7432,Caquetá,resultado_busqueda,2025-09-08T12:26:50.437748,Consultar,,,Fontur
Página actual1,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:02.779986,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=1%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:02.779986,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=2%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:02.780986,Consultar,,,Fontur
Page4,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=3%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:02.782023,Consultar,,,Fontur
Page5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=4%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:02.782023,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:06.100384,Consultar,,,Fontur
Página actual2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:06.102384,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=2%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:06.102384,Consultar,,,Fontur
Page4,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=3%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:06.103384,Consultar,,,Fontur
Page5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=4%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:06.103384,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:08.541638,Consultar,,,Fontur
Página anteriorprevious,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:08.541638,Consultar,,,Fontur
Página actual3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=2%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:08.543639,Consultar,,,Fontur
Page4,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=3%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:08.543639,Consultar,,,Fontur
Page5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=4%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:08.544641,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:13.307414,Consultar,,,Fontur
Página anteriorprevious,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=3%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:13.307414,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=1%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:13.309411,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=2%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:13.309411,Consultar,,,Fontur
Página actual5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caquet%C3%A1&page=4%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:28:13.310410,Consultar,,,Fontur
Más de 3.200 clientes recibió en su primer fin de semana el Festival Alimentarte,evento,"…  productores de los departamentos de Putumayo, Guaviare y Caquetá .  

  “Desde el Ministerio de Comercio, Industria …",http://www.fontur.com.co/es/comunicados/mas-de-3200-clientes-recibio-en-su-primer-fin-de-semana-el-festival-alimentarte,,Caquetá,resultado_busqueda,2025-09-08T12:29:31.830187,Consultar,,,Fontur
Página actual1,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:31.830187,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=1%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:31.831187,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=2%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:31.831187,Consultar,,,Fontur
Page4,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=3%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:31.832187,Consultar,,,Fontur
Page5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=4%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:31.832187,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:34.814232,Consultar,,,Fontur
Página actual2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:34.815234,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=2%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:34.816233,Consultar,,,Fontur
Page4,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=3%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:34.816233,Consultar,,,Fontur
Page5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=4%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:34.817195,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:37.720562,Consultar,,,Fontur
Página anteriorprevious,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:37.721106,Consultar,,,Fontur
Página actual3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=2%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:37.722148,Consultar,,,Fontur
Page4,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=3%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:37.723149,Consultar,,,Fontur
Page5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=4%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:37.723149,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:42.960729,Consultar,,,Fontur
Página anteriorprevious,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=3%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:42.961730,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=1%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:42.962731,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=2%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:42.962731,Consultar,,,Fontur
Página actual5,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=caqueta&page=4%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:29:42.963730,Consultar,,,Fontur
,cultural,"Es una iniciativa del Ministerio de Comercio Industria y Turismo, con el apoyo de Ministerio de Cultura y ejecutada por el Fondo Nacional de Turismo, que busca potenciar el patrimonio cultural colombiano, material e inmaterial (usos, representaciones, expresiones, conocimientos y técnicas transmitid",https://www.fontur.com.co/sites/default/files/2020-12/GUIA_PUEBLOS_PATRIMONIO.pdf,https://www.fontur.com.co/sites/default/files/dxpr_builder_images/1.png,Caquetá,resultado_busqueda,2025-09-08T12:38:01.933347,Consultar,,,Fontur
"Leticia, conoce su riqueza natural y cultural",naturaleza,"…  visitar parques y reservas naturales como   Amacayacu, Chiribiquete y Nukak  . No en vano, esta región es …",http://www.fontur.com.co/es/comunicados/leticia-conoce-su-riqueza-natural-y-cultural,,Caquetá,resultado_busqueda,2025-09-08T12:39:46.069355,Consultar,,,Fontur
"Neiva, la principal arteria fluvial de Colombia",informacion_turistica,"…  comercial entre ciudades como   Bogotá, Popayán, Mocoa, Florencia y Pasto.    

    
  
    Conozcamos Neiva    

  …",http://www.fontur.com.co/es/neiva-la-principal-arteria-fluvial-de-colombia,,Caquetá,resultado_busqueda,2025-09-08T12:46:50.655466,Consultar,,,Fontur
En el municipio de Arauca se llevó a cabo la primer Jornada de Capacitación en Turismo Accesible,informacion_turistica,"…  del sector.  

  Leticia, Barranquilla, Tunja, Manizales, Florencia , Yopal, Popayán, Valledupar, Quibdó, Montería, …",http://www.fontur.com.co/es/asi-trabajamos-con-las-regiones/en-el-municipio-de-arauca-se-llevo-cabo-la-primer-jornada-de,,Caquetá,resultado_busqueda,2025-09-08T12:46:50.657466,Consultar,,,Fontur
Eventos apoyados por Fontur 2019,evento,"…     
		  
		  
			  Activación misión comercial Caquetá, Florencia Cali, Valle del Cauca  
			  9 de junio   …",http://www.fontur.com.co/es/eventos/eventos-apoyados-por-fontur-2019,,Caquetá,resultado_busqueda,2025-09-08T12:46:50.657466,Consultar,,,Fontur
"Ministerio de Comercio, Industria y Turismo lanza la estrategia de innovación y transformación digital “Turismo 4.0 para todos”",proyecto,"…   

  La estrategia, lanzada desde Armenia, Bucaramanga, Florencia , Inírida, Montería, Popayán, Quibdó, San …",http://www.fontur.com.co/es/comunicados/ministerio-de-comercio-industria-y-turismo-lanza-la-estrategia-de-innovacion-y,,Caquetá,resultado_busqueda,2025-09-08T12:46:50.658465,Consultar,,,Fontur
Página actual1,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=florencia&page=0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:46:50.658465,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=florencia&page=1%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:46:50.659465,Consultar,,,Fontur
"La primera cohorte de 2025 del diplomado de MinCIT, Fontur y Fundación Panaca se graduó en Turismo Rural Sostenible",informacion_turistica,"…  Samaniego, Balboa, Cajibío, Caldono, Corinto, El Tambo, Florencia , Guapi, Miranda, Mercaderes, Piamonte, Patía, …",http://www.fontur.com.co/es/comunicados/la-primera-cohorte-de-2025-del-diplomado-de-mincit-fontur-y-fundacion-panaca-se-graduo,,Caquetá,resultado_busqueda,2025-09-08T12:46:53.132849,Consultar,,,Fontur
"La Organización Mundial del Turismo (OMT) y el Ministerio de Comercio, Industria y Turismo de Colombia impulsan la innovación en turismo comunitario",informacion_turistica,"…  San Andrés y Providencia, Montería, Armenia, Yopal, Florencia , Bucaramanga, Inírida y Tunja.  
   
   …",http://www.fontur.com.co/es/comunicados/la-organizacion-mundial-del-turismo-omt-y-el-ministerio-de-comercio-industria-y-turismo,,Caquetá,resultado_busqueda,2025-09-08T12:46:53.133813,Consultar,,,Fontur
Inicio EN,informacion_turistica,"…   
          


    
    
      
        
            Bahía Solano , un rincón ideal para detenerse y explorar          
      
    
  
  
        Bahía Solano , un rincón ideal para detenerse y explorar      


  …   
          


    
    
      
        
            Bahía Solano Bahía Solano …",http://www.fontur.com.co/es/inicio-en,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.388974,Consultar,,,Fontur
Bahía Solano,informacion_turistica,"Bahía Solano …  aguas del Pacífico colombiano dan refugio a Bahía Solano , un rincón ideal para detenerse y explorar todo lo …  esperan ser exploradas.  

  Los alrededores de Bahía Solano nunca decepcionan, sin importar el rumbo por el que …",http://www.fontur.com.co/es/bahia-solano,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.389977,Consultar,,,Fontur
"Fontur y Satena inauguraron 4 nuevas rutas hacia Acandí, Condoto, Quibdó y Bahía Solano",proyecto,"…  4 nuevas rutas hacia Acandí, Condoto, Quibdó y Bahía Solano …  y martes, miércoles y jueves entre Quibdó y Bahía Solano .⁠    

    * Las aeronaves disponibles para estas …  y Condoto, y 114 para los vuelos entre Quibdó y Bahía Solano .    

    * En el marco de la estrategia Colombia, el …",http://www.fontur.com.co/es/comunicados/fontur-y-satena-inauguraron-4-nuevas-rutas-hacia-acandi-condoto-quibdo-y-bahia-solano,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.389977,Consultar,,,Fontur
"Bahía Solano un tesoro inolvidable de Colombia, El País de la Belleza",informacion_turistica,"Bahía Solano un tesoro inolvidable de Colombia, El País de la …   

    

    Hay encantos en cada rincón de Bahía Solano En Ciudad Mutis, la cabecera …",http://www.fontur.com.co/es/comunicados/bahia-solano-un-tesoro-inolvidable-de-colombia-el-pais-de-la-belleza,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.390976,Consultar,,,Fontur
"Bahía Solano, un rincón ideal para detenerse y explorar",informacion_turistica,"Bahía Solano , un rincón ideal para detenerse y explorar  
    

  …  aguas del Pacífico colombiano dan refugio a Bahía Solano , un rincón ideal para detenerse y explorar todo lo …  vírgenes esperan ser exploradas.  

  El encanto de Bahía Solano es tal que, además de cautivar a los viajeros, atrae ",http://www.fontur.com.co/es/bahia-solano-un-rincon-ideal-para-detenerse-y-explorar,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.390976,Consultar,,,Fontur
EL PAÍS DE LA BELLEZA,informacion_turistica,"…  cultura.      Leer más…      
 

    

      Bahía Solano un tesoro inolvidable de Colombia, El País de la …",http://www.fontur.com.co/es/comunicados/el-pais-de-la-belleza,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.391974,Consultar,,,Fontur
Colombia El País de la Belleza1,informacion_turistica,"…     

          Leer más…          

        Bahía Solano un tesoro inolvidable de Colombia, El País de la …",http://www.fontur.com.co/es/colombia-el-pais-de-la-belleza1,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.391974,Consultar,,,Fontur
SATENA inaugura nueve rutas regionales para fortalecer la conectividad en el occidente del país,informacion_turistica,"…  Guapi, Neiva, San Vicente del Caguán, Condoto, Bahía Solano , Nuquí, Pitalito y Cali, facilitando el transporte …  Guapi, Neiva, San Vicente del Caguán, Condoto, Bahía Solano , Nuquí, Pitalito y Cali, facilitando la movilidad …  añadirán los siguientes vuelos:    
   
● Cali-Bahía Solano : Martes",http://www.fontur.com.co/es/comunicados/satena-inaugura-nueve-rutas-regionales-para-fortalecer-la-conectividad-en-el-occidente,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.393941,Consultar,,,Fontur
210 líderes serán capacitados para la formalización de la Ruta del Viche como bebida ancestral,aventura,"…                          
                • Nuquí, Bahía Solano , Quibdó, Buenaventura, Cali, Guapi y Tumaco son los …  competitividad turística en destinos como Nuquí, Bahía Solano y Quibdó, Chocó; Buenaventura y Cali, en Valle del …",http://www.fontur.com.co/es/comunicados/210-lideres-seran-capacitados-para-la-formalizacion-de-la-ruta-del-viche-como-bebida,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.393941,Consultar,,,Fontur
Página actual1,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.394942,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=1%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.395941,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=2%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:21.395941,Consultar,,,Fontur
Fontur promueve los atractivos turísticos del Pacífico en temporada vacaciones de mitad de año,aventura,"…  Esta ruta incluye los municipios de Quibdó, Bahía Solano , Tumaco, Buenaventura entre otros.  
   
• La señalética turística en los aeropuertos de Bahía Solano y Nuquí para promover los atractivos de cada …",http://www.fontur.com.co/es/comunicados/fontur-promueve-los-atractivos-turisticos-del-pacifico-en-temporada-vacaciones-de-mitad,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.013896,Consultar,,,Fontur
La Ruta del Viche: el alma ancestral del Pacífico colombiano,tour,"…  recorrido que habla de su gente    

  En Nuquí y Bahía Solano , las playas de arena negra y los alambiques …",http://www.fontur.com.co/es/la-ruta-del-viche-el-alma-ancestral-del-pacifico-colombiano,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.013896,Consultar,,,Fontur
La Magia de Bajo Baudó que lo hace un paraíso inolvidable,informacion_turistica,"…  Desde la ciudad de Quibdó, puedes tomar vuelo hasta Bahía Solano o Nuquí.   
Desde allí, un viaje en lancha te …",http://www.fontur.com.co/es/comunicados/la-magia-de-bajo-baudo-que-lo-hace-un-paraiso-inolvidable,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.014905,Consultar,,,Fontur
La Ruta del Viche: el alma ancestral del Pacífico colombiano,tour,"…   Un recorrido que habla de su gente  

  En Nuquí y Bahía Solano , las playas de arena negra y los alambiques …",http://www.fontur.com.co/es/comunicados/la-ruta-del-viche-el-alma-ancestral-del-pacifico-colombiano-0,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.014905,Consultar,,,Fontur
Mejoramiento de la Competitividad Turística,informacion_turistica,"…  Haciendo""    Aguazul, Agustín Codazzi, Arauca, Bahía Solano , Barrcabermeja, Bogotá, Cajibío, Coyaima, Cumbal, …",http://www.fontur.com.co/es/mejoramiento-de-la-competitividad-turistica,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.015897,Consultar,,,Fontur
Las maravillas turísticas e inolvidables de Juradó en el Chocó,informacion_turistica,"…  tomar un vuelo desde Medellín o Quibdó hasta Bahía Solano . Desde allí, tomar un bote o una avioneta hasta …",http://www.fontur.com.co/es/comunicados/las-maravillas-turisticas-e-inolvidables-de-jurado-en-el-choco,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.015897,Consultar,,,Fontur
"Anato estima que durante la Semana Santa se movilizarán cerca de 1,2 millones de pasajeros en vuelos nacionales e internacionales",informacion_turistica,"…  turismo en destinos de gran potencial como Amazonas, Bahía Solano , Capurganá, Tolú y Coveñas, Huila, Nariño, Puerto …",http://www.fontur.com.co/es/comunicados/anato-estima-que-durante-la-semana-santa-se-movilizaran-cerca-de-12-millones-de,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.016897,Consultar,,,Fontur
Fontur entregó al servicio del turismo el sendero Tutunendo en el Chocó,naturaleza,"…  de aves y de tortugas en zonas como, por ejemplo, Bahía Solano , Nuquí y los parques naturales Utría y Los Katíos. …",http://www.fontur.com.co/es/comunicados/fontur-entrego-al-servicio-del-turismo-el-sendero-tutunendo-en-el-choco,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.016897,Consultar,,,Fontur
Exploremos la belleza natural del Chocó,naturaleza,"…  acceder por vía marítima desde Buenaventura o Bahía Solano .   

  Su capital, Quibdó, también cuenta con …",http://www.fontur.com.co/es/comunicados/exploremos-la-belleza-natural-del-choco,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.016897,Consultar,,,Fontur
Barichara se viste de gastronomía,restaurante,"…  Atuesta Neira, Mery Martínez, de Barrancabermeja, Óscar Solano , de Zapatoca, y el Máster en cocina Carlos …",http://www.fontur.com.co/es/comunicados/barichara-se-viste-de-gastronomia,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.017898,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.017898,Consultar,,,Fontur
Página actual2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.019896,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=2%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:24.020897,Consultar,,,Fontur
Histórico: llega por primera vez un crucero a La Guajira,informacion_turistica,"…  destacando el aumento de la actividad de cruceros en Bahía Solano , Coveñas, Leticia, Gorgona, Utría y Urabá. Estos …",http://www.fontur.com.co/es/comunicados/historico-llega-por-primera-vez-un-crucero-la-guajira,,Caquetá,resultado_busqueda,2025-09-08T12:48:26.403550,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:26.404550,Consultar,,,Fontur
Página anteriorprevious,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=1%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:26.404550,Consultar,,,Fontur
Página actual3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=solano&page=2%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:48:26.406550,Consultar,,,Fontur
Página actual1,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Florencia&page=0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:49:53.296579,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Florencia&page=1%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T12:49:53.297581,Consultar,,,Fontur
San Vicente del Caguán: remando para reescribir su historia,informacion_turistica,"San Vicente del Caguán : remando para reescribir su historia  

        
    …",http://www.fontur.com.co/es/comunicados/san-vicente-del-caguan-remando-para-reescribir-su-historia,,Caquetá,resultado_busqueda,2025-09-08T13:04:01.415237,Consultar,,,Fontur
"Mogotes, un paraíso ecoturístico, colonial y natural de Santander",naturaleza,"Mogotes, un paraíso ecoturístico, colonial y natural de Santander  

        
                    

  
           …  destino turístico de cultura y naturaleza”, asciende a los $120 millones y tiene como objetivo promocionar al …  a buscar su alimento, mientras la golondrina entra a la cueva a buscar",http://www.fontur.com.co/es/comunicados/mogotes-un-paraiso-ecoturistico-colonial-y-natural-de-santander,,Caquetá,resultado_busqueda,2025-09-08T13:05:52.826038,Consultar,,,Fontur
Página actual1,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:48.669735,Consultar,,,Fontur
Page2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=1%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:48.670734,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=2%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:48.670734,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:51.434497,Consultar,,,Fontur
Página actual2,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:51.436494,Consultar,,,Fontur
Page3,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=2%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:51.436494,Consultar,,,Fontur
Primera páginafirst,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=0%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:54.088095,Consultar,,,Fontur
Página anteriorprevious,informacion_turistica,Información turística disponible en Fontur,https://www.fontur.com.co?keys=Solano&page=1%2C0,,Caquetá,resultado_busqueda,2025-09-08T13:14:54.088095,Consultar,,,Fontur
