anio,mes,departamento,municipio,indicador,atractivo,categoria,colegio,prestador,registro_nacional_de_turismo,direccion,pais_origen,valor
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,3.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,2.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,8.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,2.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,5.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,2.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2018,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,4.0
2018,3,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,29.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Australia,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,3.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,2.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Costa Rica,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,5.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,3.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Guatemala,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,3.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Organismos internacionales,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,1.0
2018,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,República Dominicana,1.0
2018,4,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,27.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,4.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,1.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,6.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,7.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,1.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Japón,2.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,4.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Países Bajos,1.0
2018,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,3.0
2018,5,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,31.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,4.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,2.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,4.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,3.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,3.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,5.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,3.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,4.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Granada,1.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Guatemala,1.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Honduras,1.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,2.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Organismos internacionales,1.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,5.0
2018,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Uruguay,1.0
2018,6,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,42.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,2.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Australia,1.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,3.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,13.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,El Salvador,1.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,1.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,5.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,2.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,2.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,4.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Nicaragua,1.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Organismos internacionales,1.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,1.0
2018,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Trinidad y Tobago,3.0
2018,7,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,40.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,3.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Austria,2.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,1.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,4.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,7.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,1.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,8.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Honduras,1.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,4.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Paraguay,1.0
2018,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,7.0
2018,8,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,41.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,2.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,2.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,2.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,11.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,6.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Lituania,1.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,1.0
2018,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,República Dominicana,1.0
2018,9,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,28.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,1.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,3.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,3.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,6.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,3.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,2.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,3.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,4.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,5.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Organismos internacionales,1.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,2.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,1.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Suecia,1.0
2018,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Uruguay,1.0
2018,10,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,37.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bélgica,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,2.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,20.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,4.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,3.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,6.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Portugal,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,2.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,República Dominicana,1.0
2018,11,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Uruguay,1.0
2018,11,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,49.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,1.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,1.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Australia,2.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,2.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bélgica,1.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,15.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,2.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,32.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,El Salvador,1.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Eslovenia,1.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,4.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,8.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,10.0
2018,12,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,7.0
2018,12,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,87.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Australia,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,3.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,2.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,10.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,8.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,5.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Organismos internacionales,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,2.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Portugal,2.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,2.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,República Dominicana,1.0
2019,1,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Suecia,3.0
2019,1,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,44.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,8.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,El Salvador,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,1.0
2019,2,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,1.0
2019,2,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,16.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,2.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,2.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,3.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,China,2.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,5.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Dinamarca,1.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,7.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,8.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,3.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,6.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,1.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,1.0
2019,3,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Suecia,5.0
2019,3,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,49.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,2.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Austria,2.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,6.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,25.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,3.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Costa de Marfil,2.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,1.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,16.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,15.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,1.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Indonesia,8.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,19.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Nigeria,1.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Noruega,2.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,19.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Portugal,1.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,4.0
2019,4,CAQUETA,,Visitantes No Residentes por origen,,,,,,,República Dominicana,1.0
2019,4,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,129.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,2.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,5.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,2.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,9.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,3.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,5.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Guatemala,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Honduras,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Indonesia,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,5.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Noruega,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,4.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Portugal,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,1.0
2019,5,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Suecia,1.0
2019,5,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,44.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,2.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,1.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,4.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,3.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,3.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Eslovenia,2.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,2.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,12.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Guatemala,1.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,2.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,2.0
2019,6,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,5.0
2019,6,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,40.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,2.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,5.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,5.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Costa Rica,4.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,4.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,El Salvador,1.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,1.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,7.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,3.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Honduras,1.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Hong Kong,1.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,1.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Países Bajos,3.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,9.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,República Dominicana,1.0
2019,7,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Suecia,1.0
2019,7,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,49.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,5.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,10.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bélgica,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Chile,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Costa Rica,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Croacia,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,14.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,El Salvador,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,8.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Francia,3.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Guyana,8.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,4.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Nueva Zelanda,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Panamá,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Países Bajos,2.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,4.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Reino Unido,1.0
2019,8,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Surinam,11.0
2019,8,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,81.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,2.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Argentina,2.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Bolivia,1.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Brasil,1.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Canadá,1.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Cuba,3.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Ecuador,7.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,El Salvador,2.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,España,3.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Estados Unidos,2.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Italia,1.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,México,5.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Perú,1.0
2019,9,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Suecia,1.0
2019,9,CAQUETA,,Visitantes No Residentes total por departamento,,,,,,,,32.0
2019,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Alemania,1.0
2019,10,CAQUETA,,Visitantes No Residentes por origen,,,,,,,Australia,2.0
